log_data-ranges_min,log_data-ranges_std_deviation,log_data-types_count_par_sec,log_interval-messages,log_messages_count_par_sec,network_fragmented-packets_par_sec,network_interval-packets,network_ip-flags_min,network_ips_dst_count_par_sec,network_macs_all_count_par_sec,network_mss_min,network_packet-size_min,network_packets_dst_count_par_sec,network_payload-length_min,network_payload-length_std_deviation,network_ports_dst_count_par_sec,network_ports_src_count_par_sec,network_protocols_dst_count_par_sec,network_protocols_src_count_par_sec,network_tcp-flags-psh_count_par_sec,network_tcp-flags-rst_count_par_sec,network_tcp-flags-syn_count_par_sec,network_tcp-flags-urg_count_par_sec,network_tcp-flags_max,network_time-delta_max,network_time-delta_min,network_time-delta_std_deviation,network_ttl_min,network_ttl_std_deviation,network_window-size_min,label2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
918.0,0.0,2.0,0.0,3.0,0.0,2.333333333333333,0.0,2.0,2.0,0.0,54.0,2.0,0.0,22.93877721239735,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.147865,0.0,0.0630959190771281,64.0,95.5,5642.0,benign
905.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,54.0,2.0,0.0,22.93877721239735,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.049282,0.0,0.0210258343874268,64.0,95.5,5610.0,benign
-0.7,0.5880476171195662,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,54.0,2.0,0.0,19.327585352432298,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.028492,0.0,0.013431257606378,64.0,90.03826347108705,5594.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,26.323529411764707,0.0,12.0,12.0,0.0,54.0,17.0,0.0,380.3019058482836,13.0,13.0,3.0,2.0,17.0,0.0,0.0,0.0,24.0,0.118385,0.0,0.0261640801857065,61.0,94.6713930026448,660.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,130.0,2.0,4.0,3.0,0.0,60.0,3.0,0.0,989.1899147787548,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,24.0,0.10189,0.0,0.0372867643977055,61.0,1.5,660.0,benign
1023.0,0.0,1.0,0.0,1.0,0.0,29.666666666666668,0.0,3.0,3.0,0.0,54.0,2.0,0.0,9.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,24.0,0.029891,0.00041,0.0134203922516258,64.0,95.5,5568.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,971.0,0.0,937.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.018359,0.018359,0.0,64.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,214.0,0.0,180.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.086577,0.086577,0.0,255.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,93.14285714285714,0.0,4.0,3.0,0.0,54.0,5.0,0.0,496.5976741790078,4.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,24.0,0.108561,0.0,0.0355956747317616,61.0,90.44577104541705,660.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
2.0,0.0,1.0,0.0,1.0,0.0,38.66666666666666,0.0,3.0,3.0,0.0,54.0,2.0,0.0,8.5,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,24.0,0.026637,0.0,0.010990499283472,64.0,95.5,5586.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.163781,0.163781,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,230.0,0.0,196.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.065309,0.065309,0.0,64.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,9.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.135574,0.0,0.067787,64.0,95.5,5598.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,143.04255319148936,0.0,1.4285714285714286,0.7142857142857143,0.0,66.0,3.7142857142857135,0.0,744.7276538501111,1.4285714285714286,1.4285714285714286,0.7142857142857143,0.7142857142857143,2.7142857142857144,0.0,0.0,0.0,24.0,0.10931703,3.8e-08,0.017981147160689,45.0,27.02891166828997,135.0,malware
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,61.76923076923077,2.0,3.0,4.0,0.0,66.0,2.0,0.0,513.3167508806758,3.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,24.0,0.041163,0.0,0.014363868377826,2.0,29.117317558768733,660.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
207.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,54.0,2.0,0.0,10.594810050208546,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.024515,0.0,0.0103066780535728,64.0,95.5,5542.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,2.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.029054,0.021277,0.0038884999999999,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,17.830188679245282,0.0,13.0,13.0,0.0,54.0,27.0,0.0,305.1322283097821,14.0,14.0,4.0,3.0,26.0,0.0,0.0,0.0,24.0,0.097867,0.0,0.0208381065521972,61.0,95.17872491287795,660.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,214.0,0.0,180.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.049838,0.049838,0.0,255.0,0.0,0.0,benign
1023.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,9.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.017973,1e-06,0.0089859999999999,64.0,95.5,5634.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
210.0,0.0,1.0,0.0,2.0,0.0,1.3333333333333333,0.0,2.0,2.0,0.0,54.0,2.0,0.0,10.594810050208546,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.003874,0.0,0.0018406610225677,64.0,95.5,5610.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,9.5,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.018502,0.0,0.009251,64.0,95.5,5546.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
868.0,4.589250972624933,0.1428571428571428,1003.8333333333334,1.0,0.0,17.463730569948186,0.0,0.5714285714285714,0.5714285714285714,1460.0,60.0,27.714285714285715,0.0,2.271345034217129,27.0,26.857142857142858,0.2857142857142857,0.4285714285714285,1.0,26.428571428571427,26.571428571428573,0.0,24.0,0.021531277,3.3e-08,0.0017207032647878,37.0,103.22766550667104,1024.0,recon
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,214.0,0.0,180.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003565,0.003565,0.0,255.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
2.0,0.0,1.0,0.0,1.0,0.0,167.0,0.0,3.0,3.0,0.0,54.0,2.0,0.0,8.5,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,24.0,0.009351,0.000307,0.0038007890217032,64.0,95.5,5590.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.000579,0.0,0.0002895,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,8.5,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.002007,0.0,0.0010035,64.0,95.5,5632.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,2.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.015128,0.012854,0.001137,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,184.5,0.0,2.0,3.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.019999,0.000521,0.0087003126891445,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,10.5,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.01099,0.0,0.005495,64.0,95.5,5610.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,214.0,0.0,180.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.042606,0.042606,0.0,255.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
22.3,0.0,1.0,0.0,7.0,0.0,0.6666666666666666,0.0,2.0,2.0,0.0,54.0,2.0,0.0,56.3088580953299,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.003991,0.0,0.0016464867711281,64.0,95.5,5632.0,benign
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,8.5,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.007444,0.0,0.003722,64.0,95.5,5574.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
-0.69,0.5840281576164704,2.0,0.0,2.0,0.0,9.0,0.0,2.0,2.0,0.0,54.0,2.0,0.0,19.327585352432298,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.015706,0.0,0.0074036437125392,64.0,90.03826347108705,5574.0,benign
